x_id,organization_entity,feature_category,cost_element_long_name,amount,date
575,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
576,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,13100,2023-12-31
577,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,65000,2023-12-31
578,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,33400,2023-12-31
579,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,100,2023-12-31
580,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,7200,2023-12-31
581,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,400,2023-12-31
582,1 - Toronto Police Service,3-Benefits,CPP - Civilian,79800,2023-12-31
583,1 - Toronto Police Service,3-Benefits,CPP - Uniform,699200,2023-12-31
584,1 - Toronto Police Service,6-Services,Wireless services,3900,2023-12-31
585,1 - Toronto Police Service,3-Benefits,EI - Civilian,27300,2023-12-31
586,1 - Toronto Police Service,3-Benefits,EI - Uniform,239200,2023-12-31
587,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,180900,2023-12-31
588,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2475000,2023-12-31
589,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,500,2023-12-31
590,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,1000,2023-12-31
591,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
592,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,700,2023-12-31
593,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,1600,2023-12-31
594,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,44700,2023-12-31
595,1 - Toronto Police Service,6-Services,Business travel - other expenses,300,2023-12-31
596,1 - Toronto Police Service,6-Services,Clean/repair furniture,200,2023-12-31
597,1 - Toronto Police Service,6-Services,Conferences / seminars,1000,2023-12-31
598,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1000,2023-12-31
599,1 - Toronto Police Service,6-Services,Courier services,200,2023-12-31
600,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,10100,2023-12-31
601,1 - Toronto Police Service,6-Services,Courses / seminars,2800,2023-12-31
602,1 - Toronto Police Service,6-Services,Internet,1100,2023-12-31
603,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,200,2023-12-31
604,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,4900,2023-12-31
605,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,2800,2023-12-31
606,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,500,2023-12-31
607,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,29949400,2023-12-31
608,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,300,2023-12-31
609,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,200,2023-12-31
610,1 - Toronto Police Service,3-Benefits,CPP - Civilian,91200,2023-12-31
611,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,16400,2023-12-31
612,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,179300,2023-12-31
613,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
614,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian C,1200,2023-12-31
615,1 - Toronto Police Service,3-Benefits,CPP - Uniform,714400,2023-12-31
616,1 - Toronto Police Service,6-Services,Conferences / seminars,1500,2023-12-31
617,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,6364900,2023-12-31
618,1 - Toronto Police Service,3-Benefits,EI - Civilian,31200,2023-12-31
619,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,500,2023-12-31
620,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,2300,2023-12-31
621,1 - Toronto Police Service,3-Benefits,EI - Uniform,244400,2023-12-31
622,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
623,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,189800,2023-12-31
624,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,209200,2023-12-31
625,1 - Toronto Police Service,6-Services,Courses / seminars,1600,2023-12-31
626,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,10400,2023-12-31
627,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2453600,2023-12-31
628,1 - Toronto Police Service,6-Services,Membership fees,200,2023-12-31
629,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Other,200,2023-12-31
630,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,300,2023-12-31
631,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,300,2023-12-31
632,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,334200,2023-12-31
633,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,1000,2023-12-31
634,1 - Toronto Police Service,6-Services,Parking expenses,400,2023-12-31
635,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,19400,2023-12-31
636,1 - Toronto Police Service,6-Services,Prisoners' meals,700,2023-12-31
637,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Civilian,300,2023-12-31
638,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,500,2023-12-31
639,1 - Toronto Police Service,6-Services,Prisoners' meals,4000,2023-12-31
640,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,299400,2023-12-31
641,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,135000,2023-12-31
642,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,400,2023-12-31
643,1 - Toronto Police Service,6-Services,Public relations / promotions,2400,2023-12-31
644,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,102900,2023-12-31
645,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,1500,2023-12-31
646,1 - Toronto Police Service,6-Services,Public relations / promotions,800,2023-12-31
647,1 - Toronto Police Service,6-Services,Repairs - technical equipment,500,2023-12-31
648,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,1729500,2023-12-31
649,1 - Toronto Police Service,3-Benefits,CPP - Civilian,1354800,2023-12-31
650,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,33000,2023-12-31
651,1 - Toronto Police Service,6-Services,Repairs - technical equipment,500,2023-12-31
652,1 - Toronto Police Service,3-Benefits,CPP - Uniform,201400,2023-12-31
653,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,21604000,2023-12-31
654,1 - Toronto Police Service,6-Services,Services & rents - general,300,2023-12-31
655,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
656,1 - Toronto Police Service,6-Services,Business travel - public transit,400,2023-12-31
657,1 - Toronto Police Service,3-Benefits,EI - Civilian,461300,2023-12-31
658,1 - Toronto Police Service,6-Services,Translations / interpreters,1000,2023-12-31
659,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,574100,2023-12-31
660,1 - Toronto Police Service,6-Services,Translations / interpreters,300,2023-12-31
661,1 - Toronto Police Service,6-Services,Conferences / seminars,800,2023-12-31
662,1 - Toronto Police Service,3-Benefits,EI - Uniform,68900,2023-12-31
663,1 - Toronto Police Service,6-Services,Wireless services,1200,2023-12-31
664,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1500,2023-12-31
665,1 - Toronto Police Service,6-Services,Wireless services,3100,2023-12-31
666,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
667,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,3350200,2023-12-31
668,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
669,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,1400,2023-12-31
670,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,13100,2023-12-31
671,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,3500,2023-12-31
672,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,768600,2023-12-31
673,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian C,3500,2023-12-31
674,1 - Toronto Police Service,6-Services,Courses / seminars,1400,2023-12-31
675,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,78000,2023-12-31
676,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,25800,2023-12-31
677,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,10000,2023-12-31
678,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,28500,2023-12-31
679,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
680,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,100,2023-12-31
681,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,3200,2023-12-31
682,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,400,2023-12-31
683,1 - Toronto Police Service,6-Services,Prisoners' meals,4000,2023-12-31
684,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,4000,2023-12-31
685,1 - Toronto Police Service,6-Services,Public relations / promotions,900,2023-12-31
686,1 - Toronto Police Service,4-Materials & Supplies,Parts - communication,21300,2023-12-31
687,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,303000,2023-12-31
688,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,1000,2023-12-31
689,1 - Toronto Police Service,6-Services,Repairs - technical equipment,900,2023-12-31
690,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,368800,2023-12-31
691,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,32800,2023-12-31
692,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,1754900,2023-12-31
693,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
694,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,1942500,2023-12-31
695,1 - Toronto Police Service,3-Benefits,CPP - Civilian,91300,2023-12-31
696,1 - Toronto Police Service,5-Equipment,Computers - hardware,2500,2023-12-31
697,1 - Toronto Police Service,6-Services,Translations / interpreters,1800,2023-12-31
698,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,20498200,2023-12-31
699,1 - Toronto Police Service,6-Services,Business travel - other expenses,3000,2023-12-31
700,1 - Toronto Police Service,3-Benefits,CPP - Uniform,744800,2023-12-31
701,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,25042200,2023-12-31
702,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,376900,2023-12-31
703,1 - Toronto Police Service,6-Services,Wireless devices,800,2023-12-31
704,1 - Toronto Police Service,6-Services,Business travel - public transit,100,2023-12-31
705,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,372000,2023-12-31
706,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,200,2023-12-31
707,1 - Toronto Police Service,3-Benefits,EI - Civilian,31100,2023-12-31
708,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,14700,2023-12-31
709,1 - Toronto Police Service,6-Services,Wireless services,1700,2023-12-31
710,1 - Toronto Police Service,6-Services,Clean/repair furniture,2000,2023-12-31
711,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,68000,2023-12-31
712,1 - Toronto Police Service,3-Benefits,EI - Uniform,254800,2023-12-31
713,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,11300,2023-12-31
714,1 - Toronto Police Service,6-Services,Conferences / seminars,3600,2023-12-31
715,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,1300,2023-12-31
716,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,80700,2023-12-31
717,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,204600,2023-12-31
718,1 - Toronto Police Service,6-Services,Courier services,400,2023-12-31
719,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian C,2700,2023-12-31
720,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2623100,2023-12-31
721,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,53100,2023-12-31
722,1 - Toronto Police Service,6-Services,Courses / seminars,1900,2023-12-31
723,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,600,2023-12-31
724,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,25600,2023-12-31
725,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,400,2023-12-31
726,1 - Toronto Police Service,6-Services,Maintenance - computer,1500,2023-12-31
727,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,4800,2023-12-31
728,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,1000,2023-12-31
729,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,1100,2023-12-31
730,1 - Toronto Police Service,6-Services,Membership fees,900,2023-12-31
731,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,900,2023-12-31
732,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,366100,2023-12-31
733,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
734,1 - Toronto Police Service,6-Services,Parking expenses,300,2023-12-31
735,1 - Toronto Police Service,3-Benefits,CPP - Civilian,102900,2023-12-31
736,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,1043400,2023-12-31
737,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,400,2023-12-31
738,1 - Toronto Police Service,6-Services,Public relations / promotions,2600,2023-12-31
739,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,29811100,2023-12-31
740,1 - Toronto Police Service,6-Services,Translations / interpreters,75200,2023-12-31
741,1 - Toronto Police Service,3-Benefits,CPP - Uniform,843600,2023-12-31
742,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,1600,2023-12-31
743,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,372000,2023-12-31
744,1 - Toronto Police Service,6-Services,Wireless services,4400,2023-12-31
745,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,29700,2023-12-31
746,1 - Toronto Police Service,3-Benefits,EI - Civilian,34900,2023-12-31
747,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,10300,2023-12-31
748,1 - Toronto Police Service,7-Revenues,Recoveries - Communication salaries,-1018700,2023-12-31
749,1 - Toronto Police Service,4-Materials & Supplies,Traffic enforcement supplies,200,2023-12-31
750,1 - Toronto Police Service,3-Benefits,EI - Uniform,288600,2023-12-31
751,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,103300,2023-12-31
752,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,88000,2023-12-31
753,1 - Toronto Police Service,6-Services,Business travel - other expenses,1000,2023-12-31
754,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,234900,2023-12-31
755,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,1000,2023-12-31
756,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,283200,2023-12-31
757,1 - Toronto Police Service,6-Services,Business travel - public transit,100,2023-12-31
758,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,3019000,2023-12-31
759,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,11100,2023-12-31
760,1 - Toronto Police Service,6-Services,Conferences / seminars,1800,2023-12-31
761,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,1000,2023-12-31
762,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,800,2023-12-31
763,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,500,2023-12-31
764,1 - Toronto Police Service,3-Benefits,CPP - Civilian,68600,2023-12-31
765,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,400,2023-12-31
766,1 - Toronto Police Service,3-Benefits,CPP - Uniform,1045000,2023-12-31
767,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,500,2023-12-31
768,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
769,1 - Toronto Police Service,3-Benefits,EI - Civilian,23300,2023-12-31
770,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,300,2023-12-31
771,1 - Toronto Police Service,6-Services,Courses / seminars,1200,2023-12-31
772,1 - Toronto Police Service,3-Benefits,EI - Uniform,357500,2023-12-31
773,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,2400,2023-12-31
774,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,400,2023-12-31
775,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,136800,2023-12-31
776,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,32500,2023-12-31
777,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
778,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,3534000,2023-12-31
779,1 - Toronto Police Service,6-Services,Conferences / seminars,1800,2023-12-31
780,1 - Toronto Police Service,6-Services,Prisoners' meals,7000,2023-12-31
781,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,600,2023-12-31
782,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,2800,2023-12-31
783,1 - Toronto Police Service,6-Services,Public relations / promotions,1000,2023-12-31
784,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,500,2023-12-31
785,1 - Toronto Police Service,6-Services,Repairs - technical equipment,200,2023-12-31
786,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
787,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,500,2023-12-31
788,1 - Toronto Police Service,6-Services,Courses / seminars,1400,2023-12-31
789,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
790,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,300,2023-12-31
791,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
792,1 - Toronto Police Service,6-Services,Prisoners' meals,2400,2023-12-31
793,1 - Toronto Police Service,6-Services,Public relations / promotions,1500,2023-12-31
794,1 - Toronto Police Service,6-Services,Repairs - technical equipment,300,2023-12-31
795,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
796,1 - Toronto Police Service,6-Services,Translations / interpreters,500,2023-12-31
797,1 - Toronto Police Service,6-Services,Wireless services,4500,2023-12-31
798,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,1500,2023-12-31
799,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,96600,2023-12-31
800,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,247700,2023-12-31
801,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
802,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1500,2023-12-31
803,1 - Toronto Police Service,6-Services,Prisoners' meals,3500,2023-12-31
804,1 - Toronto Police Service,6-Services,Public relations / promotions,1400,2023-12-31
805,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,500,2023-12-31
806,1 - Toronto Police Service,4-Materials & Supplies,Breathalyzer supplies,150000,2023-12-31
807,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,219200,2023-12-31
808,1 - Toronto Police Service,6-Services,Repairs - technical equipment,300,2023-12-31
809,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
810,1 - Toronto Police Service,6-Services,Translations / interpreters,800,2023-12-31
811,1 - Toronto Police Service,6-Services,Wireless services,1200,2023-12-31
812,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,4900,2023-12-31
813,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,31800,2023-12-31
814,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,339300,2023-12-31
815,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,2794700,2023-12-31
816,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,26576700,2023-12-31
817,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,372000,2023-12-31
818,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
819,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,22600,2023-12-31
820,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,81500,2023-12-31
821,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,30500,2023-12-31
822,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,4800,2023-12-31
823,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,2400,2023-12-31
824,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,1200,2023-12-31
825,1 - Toronto Police Service,3-Benefits,CPP - Civilian,140900,2023-12-31
826,1 - Toronto Police Service,3-Benefits,CPP - Uniform,931000,2023-12-31
827,1 - Toronto Police Service,3-Benefits,EI - Civilian,47900,2023-12-31
828,1 - Toronto Police Service,3-Benefits,EI - Uniform,318500,2023-12-31
829,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,316200,2023-12-31
830,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,3158200,2023-12-31
831,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,7600,2023-12-31
832,1 - Toronto Police Service,6-Services,Courses / seminars,1000,2023-12-31
833,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,500,2023-12-31
834,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,1500,2023-12-31
835,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
836,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,1000,2023-12-31
837,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,1100,2023-12-31
838,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,28800,2023-12-31
839,1 - Toronto Police Service,6-Services,Conferences / seminars,1300,2023-12-31
840,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1700,2023-12-31
841,1 - Toronto Police Service,6-Services,Courier services,200,2023-12-31
842,1 - Toronto Police Service,6-Services,Courses / seminars,3200,2023-12-31
843,1 - Toronto Police Service,6-Services,Hazardous waste removal,100,2023-12-31
844,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,500,2023-12-31
845,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
846,1 - Toronto Police Service,6-Services,Prisoners' meals,9400,2023-12-31
847,1 - Toronto Police Service,6-Services,Public relations / promotions,2900,2023-12-31
848,1 - Toronto Police Service,6-Services,Repairs - technical equipment,600,2023-12-31
849,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
850,1 - Toronto Police Service,6-Services,Translations / interpreters,300,2023-12-31
851,1 - Toronto Police Service,6-Services,Wireless services,6500,2023-12-31
852,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,15700,2023-12-31
853,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian C,5600,2023-12-31
854,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,26500,2023-12-31
855,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,303000,2023-12-31
856,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,391300,2023-12-31
857,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,900,2023-12-31
858,1 - Toronto Police Service,3-Benefits,CPP - Civilian,3800,2023-12-31
859,1 - Toronto Police Service,6-Services,Public relations / promotions,1000,2023-12-31
860,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,200,2023-12-31
861,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,3000,2023-12-31
862,1 - Toronto Police Service,3-Benefits,CPP - Uniform,11400,2023-12-31
863,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,1300,2023-12-31
864,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,30600,2023-12-31
865,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,2100,2023-12-31
866,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,300,2023-12-31
867,1 - Toronto Police Service,6-Services,Services & rents - general,9500,2023-12-31
868,1 - Toronto Police Service,6-Services,Business travel - other expenses,300,2023-12-31
869,1 - Toronto Police Service,3-Benefits,CPP - Civilian,83700,2023-12-31
870,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,36500,2023-12-31
871,1 - Toronto Police Service,3-Benefits,EI - Civilian,1300,2023-12-31
872,1 - Toronto Police Service,6-Services,Wireless services,1700,2023-12-31
873,1 - Toronto Police Service,6-Services,Business travel - public transit,100,2023-12-31
874,1 - Toronto Police Service,3-Benefits,CPP - Uniform,699200,2023-12-31
875,1 - Toronto Police Service,4-Materials & Supplies,Uniforms,7400,2023-12-31
876,1 - Toronto Police Service,3-Benefits,EI - Uniform,3900,2023-12-31
877,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,33800,2023-12-31
878,1 - Toronto Police Service,6-Services,Clean/repair furniture,1600,2023-12-31
879,1 - Toronto Police Service,3-Benefits,EI - Civilian,28500,2023-12-31
880,1 - Toronto Police Service,5-Equipment,Computers - hardware,13200,2023-12-31
881,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,8300,2023-12-31
882,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,61900,2023-12-31
883,1 - Toronto Police Service,6-Services,Conferences / seminars,2800,2023-12-31
884,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1400,2023-12-31
885,1 - Toronto Police Service,6-Services,Courier services,200,2023-12-31
886,1 - Toronto Police Service,6-Services,Courses / seminars,1000,2023-12-31
887,1 - Toronto Police Service,6-Services,Investigative expenses,400,2023-12-31
888,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,400,2023-12-31
889,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
890,1 - Toronto Police Service,6-Services,Prisoners' meals,9000,2023-12-31
891,1 - Toronto Police Service,6-Services,Public relations / promotions,800,2023-12-31
892,1 - Toronto Police Service,6-Services,Repairs - technical equipment,200,2023-12-31
893,1 - Toronto Police Service,6-Services,Services & rents - general,200,2023-12-31
894,1 - Toronto Police Service,6-Services,Translations / interpreters,300,2023-12-31
895,1 - Toronto Police Service,6-Services,Wireless services,6200,2023-12-31
896,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,8300,2023-12-31
897,1 - Toronto Police Service,1-Salaries,Alternate rate - Other,100,2023-12-31
898,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,30500,2023-12-31
899,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,288900,2023-12-31
900,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,1717000,2023-12-31
901,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,17912100,2023-12-31
902,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,169100,2023-12-31
903,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
904,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,11700,2023-12-31
905,1 - Toronto Police Service,1-Salaries,Shift Bonus - Other,100,2023-12-31
906,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,70100,2023-12-31
907,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,25400,2023-12-31
908,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,3700,2023-12-31
909,1 - Toronto Police Service,3-Benefits,CPP - Civilian,91500,2023-12-31
910,1 - Toronto Police Service,3-Benefits,CPP - Uniform,611800,2023-12-31
911,1 - Toronto Police Service,3-Benefits,EI - Civilian,31000,2023-12-31
